"","museum_no","X","objectID","isHighlight","accessionYear","isPublicDomain","primaryImage","primaryImageSmall","additionalImages","constituents","department","objectName","title","culture","period.x","dynasty","reign","portfolio","artistRole","artistPrefix","artistDisplayName","artistDisplayBio","artistSuffix","artistAlphaSort","artistNationality","artistBeginDate","artistEndDate","artistGender","artistWikidata_URL","artistULAN_URL","objectDate","objectBeginDate","objectEndDate","medium","dimensions","measurements","creditLine","geographyType","city","state","county","country","region","subregion","locale","locus","excavation","river","classification","rightsAndReproduction","linkResource","metadataDate","repository","objectURL","tags","objectWikidata_URL","isTimelineWork","GalleryNumber","excavation_no","id_text","accession_no","accounting_period","acquisition_history","alternative_years","archive","ark","atf_source","atf_up","author","author_remarks","cdli_collation","cdli_comments","citation","collection","collection_copyright","composite_id","condition_description","date_entered","date_of_origin","date_remarks","date_updated","dates_referenced","db_source","designation","electronic_publication","elevation","external_id","findspot_remarks","findspot_square","genre","google_earth_collection","google_earth_provenience","height","join_information","language","lineart_up","material","object_preservation","object_remarks","object_type","period.y","period_remarks","photo_up","primary_publication","provenience","provenience_remarks","public","public_atf","public_images","publication_date","publication_history","published_collation","seal_id","seal_information","stratigraphic_level","subgenre","subgenre_remarks","surface_preservation","text_remarks","thickness","translation_source","width","writing_phase"
"11","11.217.19",334,322463,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_19.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_19.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-025.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: receipt of lambs","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2041 B.C.",-2041,-2041,"Clay","3 x 2.6 x 1.2 cm (1 1/8 x 1 x 1/2 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.2, 'Height': 3, 'Width': 2.6}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322463","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108702","","","","","","21198/zz001qqp8m","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.06.07.16","","10/20/2018","Amar-Suen.06.07.16","20011220 ur3_catalogue","CTMMA 1, 018","",NA,"bdtns:030261","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 018","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"12","11.217.2",345,322446,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_2A.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_2A.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-028.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-029.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: receipt of cattle","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2041 B.C.",-2041,-2041,"Clay","8.2 x 4.3 x 2.5 cm (3 1/4 x 1 3/4 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 8.2, 'Width': 4.3}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322446","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108705","","","","","","21198/zz001qqpc5","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.06.00.00","","10/20/2018","Amar-Suen.06.00.00","20011220 ur3_catalogue","CTMMA 1, 021","",NA,"bdtns:030264","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 021","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"13","11.217.20",281,322464,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_20.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_20.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-051.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: inventory","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2045 B.C.",-2045,-2045,"Clay","5.2 x 4.3 x 2.1 cm (2 x 1 3/4 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 5.2, 'Width': 4.3}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Lagash (modern al Hiba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322464","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108723","","","","","","21198/zz001qqrsb","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.02.00.00","","10/20/2018","Amar-Suen.02.00.00","20011220 ur3_catalogue","CTMMA 1, 039","",NA,"bdtns:030283","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 039","Girsu (mod. Tello)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"14","11.217.21",373,322465,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_21.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_21.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-035.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: receipt of oxen and sheep","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2040 B.C.",-2040,-2040,"Clay","3.1 x 2.8 x 1.6 cm (1 1/4 x 1 1/8 x 5/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.6, 'Height': 3.1, 'Width': 2.8}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322465","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108711","","","","","","21198/zz001qqpjr","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.07.11.01","","10/20/2018","Amar-Suen.07.11.01","20011220 ur3_catalogue","CTMMA 1, 026","",NA,"bdtns:030270","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 026","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"15","11.217.22",77,322466,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_22.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_22.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-080.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: label","Babylonian","Old Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 20th–16th century B.C.",-2000,-1500,"Clay","3.6 x 3.8 x 1.8 x 2.8 cm (1 3/8 x 1 1/2 x 3/4 x 1 1/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.8, 'Height': 3.6, 'Length': 2.8, 'Width': 3.8}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322466","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P273568","","","","","","21198/zz001vfw1z","Woestenburg, Els","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/5/2005","00.00.00.00","","4/10/2020","00.00.00.00","20050805 cdliadmin","CTMMA 1, 063","",NA,"","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tag","Old Babylonian (ca. 1900-1600 BC)","","","CTMMA 1, 063","","","yes","yes","yes","1988","Colonna dÕIstria, Laurent, Animal Tags (2020) 074",NA,"","",NA,"animal tag","","",NA,"?","no translation","?",""
"16","11.217.23",431,322467,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_23.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_23.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-011.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-012.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of cattle deliveries","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2052 B.C.",-2052,-2052,"Clay","7.9 x 4.2 x 2.5 cm (3 1/8 x 1 5/8 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 7.9, 'Width': 4.2}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322467","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108693","","","","","","21198/zz001q91p8","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001"," ulgi.43.06.00","","2/12/2020"," ulgi.43.06.00","20011220 ur3_catalogue","CTMMA 1, 009","",NA,"bdtns:030252","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 009","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"17","11.217.24",432,322468,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_24.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_24.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-010.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: record of small cattle deliveries","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2054 B.C.",-2054,-2054,"Clay","6.2 x 4.1 x 2.2 cm (2 1/2 x 1 5/8 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.2, 'Height': 6.2, 'Width': 4.1}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322468","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108692","","","","","","21198/zz001q91nr","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001"," ulgi.41.10.28 (us2-us2 year)","","2/12/2020"," ulgi.41.10.28 (us2-us2 year)","20011220 ur3_catalogue","CTMMA 1, 008","",NA,"bdtns:030251","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 008","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"18","11.217.25",30,322469,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_25.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_25.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-040.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: receipt of a kid","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2039 B.C.",-2039,-2039,"Clay","3 x 2.8 x 1.5 cm (1 1/8 x 1 1/8 x 5/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 1.5, 'Height': 3, 'Width': 2.8}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2021-08-20T04:36:13.79Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322469","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",402,"","P108713","","","","","","21198/zz001qqpms","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.08.01.29","","10/20/2018","Amar-Suen.08.01.29","20011220 ur3_catalogue","CTMMA 1, 028","",NA,"bdtns:030272","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 028","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"19","11.217.26",299,322470,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_26.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_26.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-086.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: ration list","Babylonian","Old Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 20th–16th century B.C.",-2000,-1500,"Clay","6.7 x 4.1 x 2.1 cm (2 5/8 x 1 5/8 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.1, 'Height': 6.7, 'Width': 4.1}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322470","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P273573","","","","","","21198/zz001vfw6j","Woestenburg, Els","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/5/2005","","","1/7/2019","","20050805 cdliadmin","CTMMA 1, 068","",NA,"","",NA,"Administrative",NA,NA,"?","","","150ppi 20160630","clay","","","tablet","Old Babylonian (ca. 1900-1600 BC)","","","CTMMA 1, 068","","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"20","11.217.27",434,322471,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_27.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_27.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-042.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-043.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: balanced account of Kaamu","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2038 B.C.",-2038,-2038,"Clay","9 x 4.9 x 2.5 cm (3 1/2 x 1 7/8 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.5, 'Height': 9, 'Width': 4.9}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322471","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108714","","Amar-Suen.09.06.00 to Amar-Suen.09.07.00","","","","21198/zz001qqrgp","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.09.07.00","","10/20/2018","Amar-Suen.09.06.00, Amar-Suen.09.07.00","20011220 ur3_catalogue","CTMMA 1, 030","",NA,"bdtns:030274","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 030","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"21","11.217.28",337,322472,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_28.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_28.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-072.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: distribution of barley","Babylonian","Old Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 1614 B.C.",-1614,-1614,"Clay","6.1 x 5.5 x 2.3 cm (2 3/8 x 2 1/8 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.3, 'Height': 6.1, 'Width': 5.5}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322472","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P273562","","","","","","21198/zz001vfvtc","Jagersma, Bram","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/5/2005","","","1/7/2019","","20050805 cdliadmin","CTMMA 1, 057","",NA,"","",NA,"Administrative",NA,NA,"?","","","150ppi 20160630","clay","","","tablet","Old Babylonian (ca. 1900-1600 BC)","","","CTMMA 1, 057","","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"22","11.217.29",589,322473,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/hb11_217_29a.jpg","https://images.metmuseum.org/CRDImages/an/web-large/hb11_217_29a.jpg","['https://images.metmuseum.org/CRDImages/an/original/hb11_217_29b.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-023.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-024.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: account of expenditures, record of deliveries of animals for the festival of sowing seed","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2043 B.C.",-2043,-2043,"Clay","11.6 x 6.9 x 2.7 cm (4 5/8 x 2 3/4 x 1 1/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.7, 'Height': 11.6, 'Width': 6.9}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322473","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108701","","","","","","21198/zz001qqp73","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.04.07.01","","10/20/2018","Amar-Suen.04.07.01","20011220 ur3_catalogue","CTMMA 1, 017","",NA,"bdtns:030260","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 017","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"23","11.217.3",276,322447,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_3.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_3.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-038.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-039.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: balanced account of Dugga","Neo-Sumerian","Ur III","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 2039 B.C.",-2039,-2039,"Clay","10.3 x 5.3 x 2.4 cm (4 x 2 1/8 x 1 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.4, 'Height': 10.3, 'Width': 5.3}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Drehem (ancient Puzrish-Dagan)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322447","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P108712","","Amar-Suen.07.12.00 to Amar-Suen.08.01.25","","","","21198/zz001qqpk8","cdlistaff","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","12/20/2001","Amar-Suen.08.01.25","","10/20/2018","Amar-Suen.07.12.00, Amar-Suen.08.01.25","20011220 ur3_catalogue","CTMMA 1, 027","",NA,"bdtns:030271","",NA,"Administrative",NA,NA,"?","","Sumerian","150ppi 20160630","clay","","","tablet","Ur III (ca. 2100-2000 BC)","","","CTMMA 1, 027","Puzri -Dagan (mod. Drehem)","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"gaba-ri","","",NA,"?","no translation","?",""
"24","11.217.4",282,322448,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_4.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_4.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-063.jpg', 'https://images.metmuseum.org/CRDImages/an/original/DP-211-064.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: litigation","Babylonian","Old Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 1726 B.C.",-1726,-1726,"Clay","9.7 x 5.1 x 2.9 cm (3 7/8 x 2 x 1 1/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.9, 'Height': 9.7, 'Width': 5.1}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","Larsa (modern Senkereh)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322448","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P273555","","","","","","21198/zz001vfvkr","Woestenburg, Els","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/5/2005","","","1/7/2019","","20050805 cdliadmin","CTMMA 1, 050","",NA,"","",NA,"Administrative",NA,NA,"?","","","150ppi 20160630","clay","","","tablet","Old Babylonian (ca. 1900-1600 BC)","","","CTMMA 1, 050","","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
"25","11.217.5",311,322449,"False",1911,"True","https://images.metmuseum.org/CRDImages/an/original/ME11_217_5.jpg","https://images.metmuseum.org/CRDImages/an/web-large/ME11_217_5.jpg","['https://images.metmuseum.org/CRDImages/an/original/DP-211-085.jpg']","","Ancient Near Eastern Art","Cuneiform tablet","Cuneiform tablet: ration list","Babylonian","Old Babylonian","","",NA,"",NA,"","",NA,"","",NA,NA,NA,"","","ca. 20th–16th century B.C.",-2000,-1500,"Clay","6.4 x 3.9 x 2.2 cm (2 1/2 x 1 1/2 x 7/8 in.)","[{'elementName': 'Overall', 'elementDescription': None, 'elementMeasurements': {'Depth': 2.2, 'Height': 6.4, 'Width': 3.9}}]","Purchase, by exchange, 1911","",NA,NA,NA,"","Mesopotamia","probably from Sippar (modern Tell Abu Habba)",NA,NA,NA,NA,"",NA,NA,"2020-09-25T04:35:54.317Z","Metropolitan Museum of Art, New York, NY","https://www.metmuseum.org/art/collection/search/322449","[{'term': 'Cuneiform', 'AAT_URL': 'http://vocab.getty.edu/page/aat/300028711', 'Wikidata_URL': 'https://www.wikidata.org/wiki/Q401'}]","","False",NA,"","P273572","","","","","","21198/zz001vfw51","Woestenburg, Els","","Sigrist, Marcel","",NA,"","","Metropolitan Museum of Art, New York, New York, USA",NA,"","","8/5/2005","","","1/7/2019","","20050805 cdliadmin","CTMMA 1, 067","",NA,"","",NA,"Administrative",NA,NA,"?","","","150ppi 20160630","clay","","","tablet","Old Babylonian (ca. 1900-1600 BC)","","","CTMMA 1, 067","","","yes","yes","yes","1988","apud Spar, I., ed.",NA,"","",NA,"","","",NA,"?","no translation","?",""
